Item Number,Manufacturer Long Name,List Price,Item Weight
RCPAOT35SANL,RUBBERMAID COMMERCIAL PROD.,1446.68,26.000
RCPAOT35SATOP,,740.67,10.500
RCPAOT62SA,,1841.09,39.000
RCPAOT62SAPL,RUBBERMAID COMMERCIAL PROD.,2086.15,66.000
RCPATF18SA,RUBBERMAID COMMERCIAL PROD.,1067.36,17.600
RCPB1414SSPL,,529.27,21.000
RCPB1414SSRB,,484.28,16.000
RCPB1424SSPL,,670.25,30.000
RCPB1424SSRB,,602.77,22.000
RCPB1940SSRB,,877.05,32.000
RCPBBT1529AL,,233.63,6.000
RCPBBT1529GRY,,226.33,6.000
RCPBP1,RUBBERMAID COMMERCIAL PROD.,10.41,0.015
RCPBS25,RUBBERMAID COMMERCIAL PROD.,65.29,27.000
RCPC111WHI,RUBBERMAID COMMERCIAL PROD.,107.32,4.500
RCPC112BLU,RUBBERMAID COMMERCIAL PROD.,152.15,5.755
RCPC112BLUEA,,26.17,1.000
RCPC112GRE,,152.15,1.000
RCPC112WHI,RUBBERMAID COMMERCIAL PROD.,139.31,1.000
RCPC112WHIEA,,23.00,1.000
RCPC113BLU,RUBBERMAID COMMERCIAL PROD.,184.14,1.430
RCPC113BLUEA,,30.26,1.000
RCPC113GRE,RUBBERMAID COMMERCIAL PROD.,184.14,1.430
RCPC113WHI,RUBBERMAID COMMERCIAL PROD.,167.02,1.430
RCPC113WHIEA,,27.84,1.000
RCPC114WHI,RUBBERMAID COMMERCIAL PROD.,209.80,10.986
RCPC114WHIEA,,36.10,1.000
RCPC151BLU,RUBBERMAID COMMERCIAL PROD.,124.25,0.750
RCPC151GRE,RUBBERMAID COMMERCIAL PROD.,124.25,4.500
RCPC152BLU,RUBBERMAID COMMERCIAL PROD.,162.75,1.000
RCPC152BLUEA,,28.00,1.000
RCPC152GRE,RUBBERMAID COMMERCIAL PROD.,162.75,1.000
RCPC152GREEA,,26.95,1.000
RCPC152WHI,RUBBERMAID COMMERCIAL PROD.,152.15,6.500
RCPC153BLU,RUBBERMAID COMMERCIAL PROD.,199.02,1.430
RCPC153BLUEA,,32.72,1.000
RCPC153GRE,RUBBERMAID COMMERCIAL PROD.,199.02,1.430
RCPC153WHI,RUBBERMAID COMMERCIAL PROD.,184.14,1.430
RCPC154BLU,RUBBERMAID COMMERCIAL PROD.,248.31,1.820
RCPC154BLUEA,,42.72,1.000
RCPC154WHI,RUBBERMAID COMMERCIAL PROD.,224.88,10.896
RCPC211WHI,RUBBERMAID COMMERCIAL PROD.,123.50,5.778
RCPC212BLU,RUBBERMAID COMMERCIAL PROD.,171.50,7.590
RCPC212GRE,RUBBERMAID COMMERCIAL PROD.,177.01,7.590
RCPC212WHI,RUBBERMAID COMMERCIAL PROD.,164.98,7.590
RCPC213BLU,RUBBERMAID COMMERCIAL PROD.,205.72,10.836
RCPC213GRE,,204.12,1.500
RCPC213WHI,RUBBERMAID COMMERCIAL PROD.,194.74,10.836
RCPC214GRECT,,252.84,13.026
RCPC25106OR00CT,,144.38,5.900
RCPC251BLU,RUBBERMAID COMMERCIAL PROD.,154.38,5.868
RCPC251WHI,RUBBERMAID COMMERCIAL PROD.,141.54,5.868
RCPC252BLU,RUBBERMAID COMMERCIAL PROD.,184.14,7.680
RCPC252GRE,RUBBERMAID COMMERCIAL PROD.,184.14,7.680
RCPC252WHI,RUBBERMAID COMMERCIAL PROD.,171.50,7.680
RCPC253BLU,RUBBERMAID COMMERCIAL PROD.,222.83,1.500
RCPC253ORA,RUBBERMAID COMMERCIAL PROD.,222.83,10.920
RCPC253WHI,RUBBERMAID COMMERCIAL PROD.,205.72,10.926
RCPC254WHI,RUBBERMAID COMMERCIAL PROD.,252.77,13.116
RCPC412,,173.72,6.006
RCPC413,,207.76,7.890
RCPCC16EGLBK,,328.35,26.000
RCPCC16MCGL,RUBBERMAID COMMERCIAL PROD.,631.07,23.300
RCPCC16SSSGL,RUBBERMAID COMMERCIAL PROD.,645.48,25.000
RCPCH2006,RUBBERMAID COMMERCIAL PROD.,686.80,25.000
RCPCL3,RUBBERMAID COMMERCIAL PROD.,7.75,0.010
RCPD111,RUBBERMAID COMMERCIAL PROD.,77.19,0.750
RCPD112,RUBBERMAID COMMERCIAL PROD.,96.16,5.898
RCPD113,RUBBERMAID COMMERCIAL PROD.,117.73,1.330
RCPD151,,82.92,4.026
RCPD152,RUBBERMAID COMMERCIAL PROD.,107.32,5.514
RCPD153,RUBBERMAID COMMERCIAL PROD.,128.52,1.400
RCPD211BLU,RUBBERMAID COMMERCIAL PROD.,83.51,0.750
RCPD211GRE,RUBBERMAID COMMERCIAL PROD.,83.51,0.750
RCPD211WHI,RUBBERMAID COMMERCIAL PROD.,83.51,9.400
RCPD212BLU,RUBBERMAID COMMERCIAL PROD.,111.42,1.080
RCPD212BLUEA,,19.17,1.000
RCPD212GRE,RUBBERMAID COMMERCIAL PROD.,111.42,5.000
RCPD212RED,RUBBERMAID COMMERCIAL PROD.,111.42,0.980
RCPD212REDEA,,18.53,1.000
RCPD212WHI,RUBBERMAID COMMERCIAL PROD.,111.42,1.090
RCPD212WHIEA,,18.53,1.000
RCPD213BLU,RUBBERMAID COMMERCIAL PROD.,128.52,1.330
RCPD213GRE,RUBBERMAID COMMERCIAL PROD.,128.52,1.500
RCPD213RED,RUBBERMAID COMMERCIAL PROD.,128.52,1.283
RCPD213WHI,RUBBERMAID COMMERCIAL PROD.,128.52,1.500
RCPD214WHICT,RUBBERMAID COMMERCIAL PROD.,147.87,10.680
RCPD25100WH,RUBBERMAID COMMERCIAL PROD.,7.20,0.640
RCPD25106BE,RUBBERMAID COMMERCIAL PROD.,6.32,0.640
RCPD251BLU,RUBBERMAID COMMERCIAL PROD.,90.02,0.750
RCPD251GRE,RUBBERMAID COMMERCIAL PROD.,90.02,2.050
RCPD251WHI,RUBBERMAID COMMERCIAL PROD.,90.02,4.000
RCPD252BLU,RUBBERMAID COMMERCIAL PROD.,117.73,0.980
RCPD252GRE,RUBBERMAID COMMERCIAL PROD.,117.73,0.980
RCPD252RED,RUBBERMAID COMMERCIAL PROD.,117.73,1.000
RCPD252WHI,RUBBERMAID COMMERCIAL PROD.,117.73,1.000
RCPD253BLU,RUBBERMAID COMMERCIAL PROD.,147.87,1.330
RCPD253BLUEA,RUBBERMAID COMMERCIAL PROD.,24.65,1.000
RCPD253GRE,RUBBERMAID COMMERCIAL PROD.,147.87,6.200
RCPD253RED,RUBBERMAID COMMERCIAL PROD.,147.87,1.330
RCPD253WHI,RUBBERMAID COMMERCIAL PROD.,147.87,6.350
RCPD25406WHICT,RUBBERMAID COMMERCIAL PROD.,171.50,11.520
RCPD412,RUBBERMAID COMMERCIAL PROD.,128.52,1.080
RCPD413,RUBBERMAID COMMERCIAL PROD.,156.43,6.650
RCPD453WHI,RUBBERMAID COMMERCIAL PROD.,167.02,7.968
RCPD512,RUBBERMAID COMMERCIAL PROD.,130.57,5.910
RCPD513,RUBBERMAID COMMERCIAL PROD.,156.43,5.898
RCPD552,RUBBERMAID COMMERCIAL PROD.,130.57,5.910
RCPD553,RUBBERMAID COMMERCIAL PROD.,167.02,7.300
RCPDCR24CSM,RUBBERMAID COMMERCIAL PROD.,1315.30,39.000
RCPDCR24CTBK,RUBBERMAID COMMERCIAL PROD.,1315.30,39.000
RCPDCR24PSM,RUBBERMAID COMMERCIAL PROD.,1315.30,39.000
RCPDCR24TSM,RUBBERMAID COMMERCIAL PROD.,1315.30,39.000
RCPDCR24TTBK,RUBBERMAID COMMERCIAL PROD.,1315.30,39.000
RCPDRR24CSM,RUBBERMAID COMMERCIAL PROD.,1192.04,29.000
RCPDRR24CSS,RUBBERMAID COMMERCIAL PROD.,1610.08,85.000
RCPDRR24PSM,RUBBERMAID COMMERCIAL PROD.,1192.04,29.000
RCPDRR24TSM,RUBBERMAID COMMERCIAL PROD.,1192.04,29.000
RCPDRR24TSS,,1610.08,40.250
RCPDRR24TTBK,RUBBERMAID COMMERCIAL PROD.,1192.04,29.000
RCPE052,RUBBERMAID COMMERCIAL PROD.,44.26,0.708
RCPE136WHI,RUBBERMAID COMMERCIAL PROD.,140.99,12.996
RCPE138,RUBBERMAID COMMERCIAL PROD.,90.82,17.520
RCPE139,RUBBERMAID COMMERCIAL PROD.,222.83,1.708
RCPE236,RUBBERMAID COMMERCIAL PROD.,175.96,14.100
RCPE238,RUBBERMAID COMMERCIAL PROD.,214.65,1.590
RCPE238EA,,18.47,1.000
RCPE239,RUBBERMAID COMMERCIAL PROD.,252.59,24.996
RCPE43812,RUBBERMAID COMMERCIAL PROD.,235.48,19.100
RCPE439,,323.28,24.996
RCPF11600,RUBBERMAID COMMERCIAL PROD.,3.90,1.000
RCPF11612,RUBBERMAID COMMERCIAL PROD.,119.78,13.838
RCPF11700,RUBBERMAID COMMERCIAL PROD.,5.02,1.250
RCPF11712,RUBBERMAID COMMERCIAL PROD.,145.82,15.393
RCPF11800,RUBBERMAID COMMERCIAL PROD.,5.96,1.500
RCPF11812,RUBBERMAID COMMERCIAL PROD.,171.12,18.000
RCPF119WHI,RUBBERMAID COMMERCIAL PROD.,226.92,26.760
RCPF131SBL,RUBBERMAID COMMERCIAL PROD.,83.51,1.170
RCPF13200PINK,RUBBERMAID COMMERCIAL PROD.,72.70,9.000
RCPF132LGR,RUBBERMAID COMMERCIAL PROD.,104.90,0.240
RCPF132SBL,RUBBERMAID COMMERCIAL PROD.,104.90,1.500
RCPF136LGR,RUBBERMAID COMMERCIAL PROD.,90.02,1.000
RCPF136SBL,RUBBERMAID COMMERCIAL PROD.,90.02,1.000
RCPF13700PINK,RUBBERMAID COMMERCIAL PROD.,115.50,8.600
RCPF137HPI,RUBBERMAID COMMERCIAL PROD.,119.21,2.000
RCPF137LGR,RUBBERMAID COMMERCIAL PROD.,115.50,1.430
RCPF137SBL,RUBBERMAID COMMERCIAL PROD.,115.50,1.430
RCPF156,RUBBERMAID COMMERCIAL PROD.,140.99,13.992
RCPF157,RUBBERMAID COMMERCIAL PROD.,167.02,15.996
RCPF158WHI,RUBBERMAID COMMERCIAL PROD.,188.60,20.820
RCPF167,RUBBERMAID COMMERCIAL PROD.,180.05,15.996
RCPF168,RUBBERMAID COMMERCIAL PROD.,205.34,20.124
RCPF16900,RUBBERMAID COMMERCIAL PROD.,257.05,26.748
RCPF216,RUBBERMAID COMMERCIAL PROD.,119.78,14.800
RCPF217,RUBBERMAID COMMERCIAL PROD.,154.38,16.848
RCPF21800,RUBBERMAID COMMERCIAL PROD.,171.12,19.002
RCPF219WHI,RUBBERMAID COMMERCIAL PROD.,226.92,26.760
RCPF416WHI,RUBBERMAID COMMERCIAL PROD.,167.02,0.810
RCPF417WHI,RUBBERMAID COMMERCIAL PROD.,192.33,1.330
RCPF41812,RUBBERMAID COMMERCIAL PROD.,222.83,17.950
RCPF41912,,295.74,24.996
RCPF466CT,,192.33,12.996
RCPF467,RUBBERMAID COMMERCIAL PROD.,226.92,15.996
RCPF468,RUBBERMAID COMMERCIAL PROD.,125.40,9.498
RCPF46912,,314.52,24.000
RCPF51612BLUCT,RUBBERMAID COMMERCIAL PROD.,145.82,12.054
RCPF51712BLU,RUBBERMAID COMMERCIAL PROD.,171.12,15.996
RCPF51712WHICT,RUBBERMAID COMMERCIAL PROD.,171.12,1.330
RCPF51812BLU,RUBBERMAID COMMERCIAL PROD.,192.33,21.274
RCPF51812WHI,RUBBERMAID COMMERCIAL PROD.,192.33,1.730
RCPF51912BLU,RUBBERMAID COMMERCIAL PROD.,244.40,21.996
RCPF51912WHI,,252.26,2.080
RCPF556BLU,RUBBERMAID COMMERCIAL PROD.,175.96,13.992
RCPF557BLU,RUBBERMAID COMMERCIAL PROD.,201.25,15.996
RCPF558BLU,RUBBERMAID COMMERCIAL PROD.,214.65,21.000
RCPF558WHI,RUBBERMAID COMMERCIAL PROD.,214.65,1.580
RCPF559BLU,RUBBERMAID COMMERCIAL PROD.,269.32,24.996
RCPF566BLU,RUBBERMAID COMMERCIAL PROD.,172.98,13.992
RCPF566WHI,RUBBERMAID COMMERCIAL PROD.,178.56,14.500
RCPF567BLU,RUBBERMAID COMMERCIAL PROD.,197.53,16.000
RCPFG1315L30000,,119.58,7.600
RCPFG1316L4RED,,116.89,8.300
RCPFG183OLOPLWB,,1403.97,27.000
RCPFG2030SQTAL,,2052.48,33.000
RCPFG2037SQTRTN,RUBBERMAID COMMERCIAL PROD.,2054.50,175.000
RCPFG2438PLALM,,2546.30,53.000
RCPFG253600BLA,RUBBERMAID COMMERCIAL PROD.,9.81,0.675
RCPFG334900WHT,RUBBERMAID COMMERCIAL PROD.,231.77,20.550
RCPFG402112,RUBBERMAID COMMERCIAL PROD.,19.55,0.266
RCPFG402113,RUBBERMAID COMMERCIAL PROD.,19.55,0.266
RCPFG402470,RUBBERMAID COMMERCIAL PROD.,19.55,2.666
RCPFG402472,RUBBERMAID COMMERCIAL PROD.,19.55,0.266
RCPFG4500M1BEIG,RUBBERMAID COMMERCIAL PROD.,17.42,1.020
RCPFG4500M1BLA,RUBBERMAID COMMERCIAL PROD.,17.42,1.020
RCPFG461600BLA,RUBBERMAID COMMERCIAL PROD.,1169.47,51.000
RCPFG618900BLA,RUBBERMAID COMMERCIAL PROD.,2123.60,102.100
RCPFG638906BLA,RUBBERMAID COMMERCIAL PROD.,158.10,26.500
RCPFG7575L8BLA,RUBBERMAID COMMERCIAL PROD.,47.55,1.320
RCPFG9171L4BEIG,,137.60,4.500
RCPFG9171L4BLA,,137.60,4.500
RCPFG9G5800WHT,RUBBERMAID COMMERCIAL PROD.,436.26,19.000
RCPFG9G7600WHT,RUBBERMAID COMMERCIAL PROD.,104.59,3.527
RCPFG9G7700WHT,RUBBERMAID COMMERCIAL PROD.,146.35,4.850
RCPFG9T2900BLA,RUBBERMAID COMMERCIAL PROD.,630.03,35.940
RCPFGC2035TPBNC,,1849.82,1.000
RCPFGF13600PINK,,84.28,6.000
RCPFGFG2439PLBK,,2258.85,147.000
RCPFGGO4204WH00,RUBBERMAID COMMERCIAL PROD.,82.83,5.000
RCPFGH215000000,RUBBERMAID COMMERCIAL PROD.,28.21,1.250
RCPFGH2436PLBK,,2174.11,0.000
RCPFGK2836WTC,,3386.46,94.000
RCPFGK2936BISQ,,3386.46,1.000
RCPFGL2416,,119.60,25.000
RCPFGMT22PLABZ,,1902.72,104.000
RCPFGPP1111BK,,205.98,6.000
RCPFGQ41600BL00,RUBBERMAID COMMERCIAL PROD.,37.48,4.040
RCPFGR12SUSBKPL,,889.05,31.000
RCPFGR3418TPPL,,3040.06,63.000
RCPFGR3418TPWMG,,3040.06,63.000
RCPFGT2433SQPMN,,2837.38,49.000
RCPFGV15600WH00,RUBBERMAID COMMERCIAL PROD.,8.93,0.688
RCPFTH1,,117.80,1.600
RCPFTH9,,143.53,5.000
RCPG03406CT,,136.44,15.798
RCPG04204,RUBBERMAID COMMERCIAL PROD.,85.49,1.250
RCPG04300,RUBBERMAID COMMERCIAL PROD.,188.60,0.500
RCPG780,RUBBERMAID COMMERCIAL PROD.,60.64,1.850
RCPG780CT,RUBBERMAID COMMERCIAL PROD.,242.56,11.000
RCPG781,RUBBERMAID COMMERCIAL PROD.,26.42,0.526
RCPG781CT,RUBBERMAID COMMERCIAL PROD.,317.00,7.000
RCPGL1530,,112.16,6.000
RCPGL1536,,121.74,7.000
RCPGL2434,,257.08,14.000
RCPH115,RUBBERMAID COMMERCIAL PROD.,27.09,1.100
RCPH116,RUBBERMAID COMMERCIAL PROD.,28.62,0.850
RCPH117,RUBBERMAID COMMERCIAL PROD.,29.36,1.247
RCPH124,RUBBERMAID COMMERCIAL PROD.,62.37,0.910
RCPH125DZ,RUBBERMAID COMMERCIAL PROD.,467.61,1.241
RCPH126,RUBBERMAID COMMERCIAL PROD.,41.02,1.111
RCPH12SMC,,1309.10,60.000
RCPH135,RUBBERMAID COMMERCIAL PROD.,42.31,1.000
RCPH136,RUBBERMAID COMMERCIAL PROD.,43.80,1.650
RCPH145,RUBBERMAID COMMERCIAL PROD.,40.14,1.000
RCPH146,RUBBERMAID COMMERCIAL PROD.,43.80,2.000
RCPH146BLU,RUBBERMAID COMMERCIAL PROD.,43.80,1.276
RCPH146GRE,RUBBERMAID COMMERCIAL PROD.,43.80,1.500
RCPH146RED,RUBBERMAID COMMERCIAL PROD.,43.80,1.266
RCPH1NBLK,RUBBERMAID COMMERCIAL PROD.,280.58,15.000
RCPH1NEMP,,280.58,15.000
RCPH215,RUBBERMAID COMMERCIAL PROD.,27.49,1.400
RCPH216,RUBBERMAID COMMERCIAL PROD.,30.04,1.436
RCPH217,RUBBERMAID COMMERCIAL PROD.,30.44,16.992
RCPH224,RUBBERMAID COMMERCIAL PROD.,61.60,1.400
RCPH225,RUBBERMAID COMMERCIAL PROD.,38.66,1.029
RCPH226,RUBBERMAID COMMERCIAL PROD.,38.97,1.200
RCPH235,RUBBERMAID COMMERCIAL PROD.,41.94,1.500
RCPH236,RUBBERMAID COMMERCIAL PROD.,43.03,1.416
RCPH245,RUBBERMAID COMMERCIAL PROD.,41.94,1.000
RCPH246BLU,RUBBERMAID COMMERCIAL PROD.,43.03,1.260
RCPH246GRE,RUBBERMAID COMMERCIAL PROD.,43.03,1.666
RCPH246GY,RUBBERMAID COMMERCIAL PROD.,43.03,1.400
RCPH246RED,RUBBERMAID COMMERCIAL PROD.,43.03,1.258
RCPH316,RUBBERMAID COMMERCIAL PROD.,15.59,0.992
RCPH3EMG,,482.72,28.000
RCPH516,RUBBERMAID COMMERCIAL PROD.,27.09,2.000
RCPH55C,,1367.57,70.000
RCPH55EBLA,,796.73,51.000
RCPH9NBK,RUBBERMAID COMMERCIAL PROD.,390.07,20.172
RCPH9NEMP,,402.65,21.000
RCPHBRKT,,127.14,4.211
RCPHBRKTKITBK,RUBBERMAID COMMERCIAL PROD.,123.16,4.211
RCPHPIG,,267.75,13.889
RCPHTA2EGN,,143.13,5.000
RCPJ151,RUBBERMAID COMMERCIAL PROD.,30.69,1.000
RCPJ15112CT,RUBBERMAID COMMERCIAL PROD.,368.28,9.600
RCPJ15200YEL,RUBBERMAID COMMERCIAL PROD.,36.46,0.878
RCPJ15300YEL,RUBBERMAID COMMERCIAL PROD.,42.47,1.500
RCPJ15500YEL,RUBBERMAID COMMERCIAL PROD.,56.76,1.579
RCPJ15512,RUBBERMAID COMMERCIAL PROD.,703.10,17.652
RCPJ15700YEL,RUBBERMAID COMMERCIAL PROD.,68.55,2.077
RCPJ15712,,849.02,22.356
RCPJ158YELCT,,1053.88,25.200
RCPJ253BLUDZ,RUBBERMAID COMMERCIAL PROD.,449.75,1.000
RCPJ255BLUE,,48.89,1.470
RCPJ257BLUCT,,719.45,22.356
RCPJ352BLUDZ,,411.44,1.000
RCPJ353DZ,RUBBERMAID COMMERCIAL PROD.,462.39,12.390
RCPJ355BLUCT,,625.33,17.640
RCPJ357BLUCT,,847.78,22.356
RCPJ358BLUCT,,873.46,25.256
RCPJ553GRECT,,469.46,2.000
RCPJ555GRE,,676.30,17.640
RCPJ558GRECT,,994.92,25.220
RCPJ852GREDZ,RUBBERMAID COMMERCIAL PROD.,466.86,1.000
RCPJ853,RUBBERMAID COMMERCIAL PROD.,539.77,0.970
RCPJ853GRE,,381.60,0.849
RCPJ855,RUBBERMAID COMMERCIAL PROD.,758.14,1.250
RCPJ857GRECT,,980.96,0.880
RCPJ858GRE,,1109.68,1.900
RCPK15212BLUCT,,338.52,9.000
RCPK15212WHI,RUBBERMAID COMMERCIAL PROD.,28.21,0.750
RCPK15312BLU,RUBBERMAID COMMERCIAL PROD.,406.96,11.000
RCPK15312WHI,RUBBERMAID COMMERCIAL PROD.,406.96,11.000
RCPK15512,RUBBERMAID COMMERCIAL PROD.,547.95,18.600
RCPK15512BLU,,547.95,16.104
RCPK15712WHI,RUBBERMAID COMMERCIAL PROD.,676.30,21.012
RCPK15812,,878.29,25.992
RCPK15912WHI,,1010.73,30.996
RCPK2736SUTPLSA,,3386.46,194.000
RCPK2936SUTPLSA,,3641.34,194.000
RCPK753WHICT,,406.96,2.000
RCPK755WHICT,,547.95,17.640
RCPK757WHICT,,676.30,23.000
RCPKR12,,36.05,1.000
RCPKR30,,22.44,1.000
RCPKR38,,50.31,1.000
RCPKRS55,,58.19,1.200
RCPKSR367000PL,,2214.62,539.000
RCPL12,,131.78,0.000
RCPL1530,,96.88,6.000
RCPL15312GRE,,226.92,10.020
RCPL15312WHI,RUBBERMAID COMMERCIAL PROD.,226.92,10.020
RCPL15512WHI,RUBBERMAID COMMERCIAL PROD.,283.09,13.776
RCPL15712WHI,RUBBERMAID COMMERCIAL PROD.,316.95,18.000
RCPL158WHI,,437.47,24.000
RCPL159WHI,,471.33,24.996
RCPL2032,,137.36,6.000
RCPL24,,210.86,1.000
RCPL253,RUBBERMAID COMMERCIAL PROD.,180.05,9.408
RCPL255,RUBBERMAID COMMERCIAL PROD.,252.59,12.996
RCPL257,,299.46,16.992
RCPL36SD,,185.26,7.250
RCPL40,,208.85,1.000
RCPL51WH,,400.96,1.000
RCPL8,,167.03,45.856
RCPLA17,,144.46,6.000
RCPLA38,,248.75,10.000
RCPLG30,,175.65,12.000
RCPLM35,,56.79,2.100
RCPLMH24,,153.54,7.000
RCPLMH32BK,,152.90,12.000
RCPLR14,,125.45,6.000
RCPM116,RUBBERMAID COMMERCIAL PROD.,37.92,2.000
RCPM117,RUBBERMAID COMMERCIAL PROD.,40.14,1.713
RCPM136,RUBBERMAID COMMERCIAL PROD.,43.80,2.000
RCPM146,RUBBERMAID COMMERCIAL PROD.,43.80,1.800
RCPM150,RUBBERMAID COMMERCIAL PROD.,249.86,13.000
RCPM1564200,,165.58,3.527
RCPM1565400,,162.16,6.520
RCPM25112,,138.01,0.750
RCPM25212,RUBBERMAID COMMERCIAL PROD.,12.98,1.000
RCPM25312,RUBBERMAID COMMERCIAL PROD.,165.16,9.200
RCPM25512,RUBBERMAID COMMERCIAL PROD.,222.83,1.500
RCPM25712,RUBBERMAID COMMERCIAL PROD.,280.12,1.840
RCPM25712EA,,24.10,1.000
RCPM25812,,338.52,2.250
RCPM25912,,392.46,3.000
RCPMH46BK,,2330.47,89.000
RCPMHR36PLBK,,2308.85,1.000
RCPMHSQ18PLBK,RUBBERMAID COMMERCIAL PROD.,2243.99,65.000
RCPMST15EPL,RUBBERMAID COMMERCIAL PROD.,68.64,3.000
RCPMST15SS,RUBBERMAID COMMERCIAL PROD.,162.00,3.000
RCPMST35EPLWH,RUBBERMAID COMMERCIAL PROD.,99.01,6.380
RCPMST35SSPL,RUBBERMAID COMMERCIAL PROD.,180.34,5.900
RCPMT12BLK,,1573.47,60.000
RCPMT22PLARB,,1964.10,104.000
RCPMT22PLGRE,,1781.63,104.000
RCPMT22PLVSGN,,1964.10,104.000
RCPMT32ABZTOP,,268.06,1.000
RCPMT32PLABZ,RUBBERMAID COMMERCIAL PROD.,2359.66,158.000
RCPMT32PLARB,,2435.78,140.000
RCPMT32PLBLK,,2359.66,140.000
RCPMT32PLGRE,,2359.66,140.000
RCPNC24P11L,,744.90,28.000
RCPNC24P5L,,744.90,28.000
RCPNC36C2L,,935.33,36.000
RCPNC36P5L,,935.33,36.000
RCPNC36W3,,820.01,1.000
RCPNC36W4,,820.01,36.000
RCPNP565804,,45.33,8.000
RCPP117CT,,362.08,8.000
RCPP119CT,,384.25,2.200
RCPP121,RUBBERMAID COMMERCIAL PROD.,88.75,1.000
RCPP257CT,,287.85,1.850
RCPP259CT,,330.46,1.850
RCPP267,RUBBERMAID COMMERCIAL PROD.,61.60,2.000
RCPP269,RUBBERMAID COMMERCIAL PROD.,343.03,9.000
RCPP269EA,RUBBERMAID COMMERCIAL PROD.,66.46,1.000
RCPP271,RUBBERMAID COMMERCIAL PROD.,72.42,1.762
RCPQ050,RUBBERMAID COMMERCIAL PROD.,493.80,13.732
RCPQ10120CT,,889.90,44.000
RCPQ200,RUBBERMAID COMMERCIAL PROD.,241.36,8.900
RCPQ219WHICT,,486.72,5.400
RCPQ221WHICT,,512.15,6.400
RCPQ257WHI,,410.13,8.000
RCPQ259WHI,,449.35,8.400
RCPQ261WHI,,488.10,9.800
RCPQ311,RUBBERMAID COMMERCIAL PROD.,30.29,0.418
RCPQ314CT,RUBBERMAID COMMERCIAL PROD.,181.72,4.500
RCPQ322CT,RUBBERMAID COMMERCIAL PROD.,552.23,9.996
RCPQ326,RUBBERMAID COMMERCIAL PROD.,597.71,17.500
RCPQ40820GRECT,,180.99,1.000
RCPQ408GRE,RUBBERMAID COMMERCIAL PROD.,226.92,1.000
RCPQ40920BLUCT,,150.27,1.000
RCPQ409BLUCT,RUBBERMAID COMMERCIAL PROD.,178.19,2.950
RCPQ409BLUEA,RUBBERMAID COMMERCIAL PROD.,14.46,0.129
RCPQ41000BLU,RUBBERMAID COMMERCIAL PROD.,276.77,2.950
RCPQ410GRE,RUBBERMAID COMMERCIAL PROD.,23.07,0.240
RCPQ410GRECT,RUBBERMAID COMMERCIAL PROD.,230.38,2.950
RCPQ410RED,RUBBERMAID COMMERCIAL PROD.,276.77,1.411
RCPQ411BLU,RUBBERMAID COMMERCIAL PROD.,423.34,3.400
RCPQ412GRE,RUBBERMAID COMMERCIAL PROD.,280.12,0.120
RCPQ412WH,RUBBERMAID COMMERCIAL PROD.,23.34,0.129
RCPQ412WHCT,RUBBERMAID COMMERCIAL PROD.,273.20,2.750
RCPQ415BE,RUBBERMAID COMMERCIAL PROD.,28.21,0.201
RCPQ41600,RUBBERMAID COMMERCIAL PROD.,38.69,0.500
RCPQ41600CT,RUBBERMAID COMMERCIAL PROD.,232.15,4.000
RCPQ418GN,RUBBERMAID COMMERCIAL PROD.,32.30,0.257
RCPQ418GNCT,RUBBERMAID COMMERCIAL PROD.,161.42,3.200
RCPQ42400,RUBBERMAID COMMERCIAL PROD.,352.28,2.500
RCPQ425BE,RUBBERMAID COMMERCIAL PROD.,224.88,3.100
RCPQ436GRE,RUBBERMAID COMMERCIAL PROD.,40.14,0.280
RCPQ438,RUBBERMAID COMMERCIAL PROD.,324.95,0.830
RCPQ448GRECT,,592.59,0.458
RCPQ449,RUBBERMAID COMMERCIAL PROD.,407.53,1.130
RCPQ460GRE,RUBBERMAID COMMERCIAL PROD.,501.09,8.500
RCPQ480BLACT,,124.80,2.205
RCPQ550,RUBBERMAID COMMERCIAL PROD.,36.74,0.580
RCPQ559BLA,RUBBERMAID COMMERCIAL PROD.,32.30,1.000
RCPQ560,RUBBERMAID COMMERCIAL PROD.,50.47,0.786
RCPQ570,RUBBERMAID COMMERCIAL PROD.,58.65,1.336
RCPQ580YEL,RUBBERMAID COMMERCIAL PROD.,67.58,1.000
RCPQ590YEL,RUBBERMAID COMMERCIAL PROD.,76.84,1.970
RCPQ595YEL,RUBBERMAID COMMERCIAL PROD.,501.09,16.100
RCPQ610,RUBBERMAID COMMERCIAL PROD.,101.93,1.800
RCPQ61000YL,RUBBERMAID COMMERCIAL PROD.,4.32,0.150
RCPQ620,RUBBERMAID COMMERCIAL PROD.,107.13,1.850
RCPQ62006GRNCT,,53.57,0.900
RCPQ620BLUCT,RUBBERMAID COMMERCIAL PROD.,107.13,0.150
RCPQ620RED,RUBBERMAID COMMERCIAL PROD.,107.13,2.000
RCPQ630,RUBBERMAID COMMERCIAL PROD.,129.09,1.400
RCPQ63006BLUCT,,64.54,0.900
RCPQ640GRECT,,138.01,1.675
RCPQ650,,20.42,1.000
RCPQ651,,20.42,1.000
RCPQ652GRECT,RUBBERMAID COMMERCIAL PROD.,107.14,3.351
RCPQ701BK,RUBBERMAID COMMERCIAL PROD.,17.85,0.101
RCPQ745,RUBBERMAID COMMERCIAL PROD.,23.07,1.083
